"id","license","address","city","county","state","structure","structure_type","latitude","longitude"
23376,"AT&T","11988 BYERS RD (94459)","Atwood","ANTRIM","MI",77.4,"LTOWER",45.1793888889,-85.3439722222
23377,"AT&T","9740 M-113 EAST #A (94495)","KINGSLEY","GRAND TRAVERSE","MI",130.2,"GTOWER",44.5461111111,-85.4183333333
23378,"AT&T","8700 Schell Road (107708)","Buckeye","GRAND TRAVERSE","MI",96,"LTOWER",44.5688888889,-85.7496388889
23379,"AT&T","8338 WEST ROBINSON ROAD (115055)","GOOD HART","EMMET","MI",60.7,"MTOWER",45.5658055556,-85.0847777778
23668,"AT&T","69150 Big Hill Road","Sturgis","ST. JOSEPH","MI",60.4,"GTOWER",41.7938333333,-85.3895
24882,"Verizon","1 MI SW","NEGAUNEE","MARQUETTE","MI",71.6,"TOWER",46.48,-87.6269444444
24883,"Verizon","BATES TOWER ROAD, 0.6 KM S. OF US HWY. 2/ 6 KM E. OF IRON RIVER, MI","IRON RIVER","IRON","MI",152,"TOWER",46.1008333333,-88.5402777778
24884,"Verizon","BARAGA SITE: L3317 EAST HERMAN ROAD","HERMAN","BARAGA","MI",126.8,"TOWER",46.6768333333,-88.36925
24885,"Verizon","12.9 KM NNE (Powers - 120009901)","Nadeau","MENOMINEE","MI",128,"TOWER",45.5188888889,-87.5177777778
24886,"Verizon","E24275 Old US Hwy 2 East  (Watersmeet - 050227)","Watersmeet","GOGEBIC","MI",82.3,"TOWER",46.2768333333,-89.1623055556
24887,"Verizon","460 Pine Avenue","Marenisco","GOGEBIC","MI",128.3,"TOWER",46.3770555556,-89.7083055556
24888,"Verizon","999 9th Street (Ontonagon - 120005578)","ROCKLAND","ONTONAGON","MI",128.9,"TOWER",46.7455833333,-89.1918055556
24889,"Verizon","MILLIE HILL 1 MI E","IRON MOUNTAIN","DICKINSON","MI",83.2,"TOWER",45.8208333333,-88.0425833333
24890,"Verizon","Brockway Mountain Rd (Keweenaw - 120005545)","Keweenaw","KEWEENAW","MI",128,"TOWER",47.4240555556,-88.2193333333
24891,"Verizon","N3021 CR550  (BIG BAY)","TROWBRIDGE","MARQUETTE","MI",106.3,"TOWER",46.7854166667,-87.6964166667
24892,"Verizon","Hwy 41 and Hwy 28/141","Covington","BARAGA","MI",82.8,"TOWER",46.5845277778,-88.4705833333
24893,"Verizon","229 Nurkkala Road","Bruce Crossing","ONTONAGON","MI",97.5,"TOWER",46.5218333333,-89.12875
24894,"Verizon","(Golden Lake site) 110 Federal Forest Hwy 16   (MI12088-B)","Iron River","IRON","MI",76.2,"TOWER",46.1611666667,-88.87775
24895,"Verizon","(Spies Lake) 102 Spies Lake Rd.  (MI12092-A)","Amasa","IRON","MI",72.8,"TOWER",46.3488611111,-88.4627777778
24896,"Verizon","(Chassell) SW 1/4 of the SW 1/4, Section 11, Houghton County, Chassel, MI","Houghton","HOUGHTON","MI",125.3,"GTOWER",46.9996944444,-88.46575
24897,"Verizon","(Ontonagaon DT) 1200 Giseau Drive","Ontonagon","ONTONAGON","MI",79.8,"TOWER",46.8570833333,-89.3018888889
24898,"Verizon","(Amasa Site) Warner Mine Road (MI12084-B)","Amasa","IRON","MI",72.5,"TOWER",46.2206944444,-88.4371388889
24899,"Verizon","6910 Runway Lane","Bessemer","GOGEBIC","MI",79.5,"TOWER",46.4914444444,-90.0246666667
24900,"Verizon","35266 M28 (Bergland)","Bergland","ONTONAGON","MI",60.6,"TOWER",46.5882777778,-89.5948611111
24901,"Verizon","GWINN SITE: 750 WEST M-35","GWINN","MARQUETTE","MI",96.3,"TOWER",46.285,-87.4691666667
24902,"Verizon","E OF HWY 95 (Republic)","REPUBLIC","MARQUETTE","MI",105.2,"TOWER",46.3002777778,-87.9983333333
24903,"Verizon","944 FIRE #4565 17TH ROAD (120005523 Escanaba)","ESCANABA","DELTA","MI",136.9,"TOWER",45.7798055556,-87.1406944444
24905,"Verizon","FELCH CELL SITE","QUINNESEC","DICKINSON","MI",97.2,"TOWER",45.9980555556,-87.8655555556
24907,"Verizon","BALTIC SITE: 42780 NUMBER 7, DRY FLATS ROAD","ADAMS","HOUGHTON","MI",97.2,"TOWER",47.0368333333,-88.6920555556
24908,"Verizon","W.  5786 Elmwood Road","Menominee","MENOMINEE","MI",41.5,"TOWER",45.1731944444,-87.6156111111
24909,"Verizon","(Paulding site)3823 Old Highway US 45    (MI12091-B)","Bruce Crossing","ONTONAGON","MI",85.3,"TOWER",46.3858888889,-89.1811111111
25043,"Verizon","Cedar Springs Cell Site 701 Solon Road","Cedar Springs","KENT","MI",61,"TOWER",43.2278611111,-85.5743055556
26155,"Verizon","BIG RAPIDS CELL SITE 2700 Northland Drive","BIG RAPIDS","MECOSTA","MI",106,"TOWER",43.6516666667,-85.4797222222
26158,"Verizon","(New Backache Bend) 9710 West Monroe Rd","Elwell","GRATIOT","MI",34.7,"TOWER",43.4096944444,-84.8009166667
26159,"Verizon","River Hollow Site 80th Road","Newaygo","NEWAYGO","MI",77.4,"TOWER",43.4093888889,-85.6497222222
26160,"Verizon","(New Northstar) 1361 Buchanan Road","North Star Twp.","GRATIOT","MI",80.8,"TOWER",43.2510833333,-84.5770555556
26161,"Verizon","(New Loomis) 11206 N Loomis Rd. (Loomis# 50015)","Clare","ISABELLA","MI",75.9,"TOWER",43.8023888889,-84.6632222222
26195,"Verizon","(New Whitehall) 1215 Benston Road","WHITEHALL","MUSKEGON","MI",80.8,"LTOWER",43.3907777778,-86.328
26196,"Verizon","13155 ELLIS ROAD (Ravenna)","RAVENNA","MUSKEGON","MI",79.3,"LTOWER",43.1608333333,-85.9161111111
26197,"Verizon","1198 88TH STREET (Shelby)","SHELBY","OCEANA","MI",89.3,"LTOWER",43.6213888889,-86.3369444444
31533,"AT&T","3450 Callahan Road","Parma","JACKSON","MI",95.4,"LTOWER",42.2902777778,-84.6555555556
31535,"AT&T","9230 Cedar Knolls Drive","GRASS LAKE","JACKSON","MI",83.5,"LTOWER",42.2938888889,-84.2466666667
31536,"AT&T","11705 Spring Arbor Road","Concord","JACKSON","MI",82.3,"LTOWER",42.1915555556,-84.6102222222
31537,"AT&T","1035 - B Henry Road","JACKSON","JACKSON","MI",101.8,"GTOWER",42.3472222222,-84.4205555556
31538,"AT&T","6100 Tripp Road","Horton","JACKSON","MI",80.2,"LTOWER",42.1386111111,-84.5204444444
31539,"AT&T","4020 Clear Lake Road","Grass Lake","JACKSON","MI",60.9,"LTOWER",42.29425,-84.1515
31541,"AT&T","3450 Callahan Road","Parma","JACKSON","MI",95.4,"LTOWER",42.2902777778,-84.6555555556
31543,"AT&T","9230 Cedar Knolls Drive","GRASS LAKE","JACKSON","MI",83.5,"LTOWER",42.2938888889,-84.2466666667
31544,"AT&T","11705 Spring Arbor Road","Concord","JACKSON","MI",82.3,"LTOWER",42.1915555556,-84.6102222222
31545,"AT&T","1035 - B Henry Road","JACKSON","JACKSON","MI",101.8,"GTOWER",42.3472222222,-84.4205555556
31546,"AT&T","6100 Tripp Road","Horton","JACKSON","MI",80.2,"LTOWER",42.1386111111,-84.5204444444
31547,"AT&T","4020 Clear Lake Road","Grass Lake","JACKSON","MI",60.9,"LTOWER",42.29425,-84.1515
32386,"AT&T","7473 EAST VAN RIPER ROAD (54285)","FOWLERVILLE","LIVINGSTON","MI",88.4,"LTOWER",42.6493055556,-84.0631666667
32387,"AT&T","3114 Lilac Lane (54091)","Ft. Gratiot","ST. CLAIR","MI",58.5,"MTOWER",43.0425833333,-82.4625833333
32388,"AT&T","8695 ERNST RD (54093)","manchester","WASHTENAW","MI",81.4,"MTOWER",42.1573333333,-83.9561388889
32389,"AT&T","20175 MCKERNAN ROAD (54178)","CHELSEA","WASHTENAW","MI",87.5,"LTOWER",42.2925277778,-84.0320555556
32390,"AT&T","30550 West Jefferson (54073)","ROCKWOOD","WAYNE","MI",57.9,"MTOWER",42.0856388889,-83.2152222222
32391,"AT&T","44357 JUDD RD (54079)","BELLEVILLE","WAYNE","MI",81.1,"MTOWER",42.1441111111,-83.4704166667
32392,"AT&T","9500 Marion Road (19555)","SALINE","WASHTENAW","MI",56.7,"MTOWER",42.1473055556,-83.8072777778
32393,"AT&T","4623 SWOISH ROAD (54332)","NORTH BRANCH","LAPEER","MI",78.3,"MTOWER",43.1874722222,-83.1699166667
32395,"AT&T","90 KERBY ROAD (54211)","GROSSE POINTE FARMS","WAYNE","MI",48.8,"MTOWER",42.4068888889,-82.8919444444
32396,"AT&T","16731 MACK AVE (1807)","DETROIT","WAYNE","MI",23.2,"MTOWER",42.39375,-82.92625
32397,"AT&T","8210 STARVILLE RD (54087)","ALGONAC","ST. CLAIR","MI",78.3,"MTOWER",42.6615277778,-82.5898611111
32399,"AT&T","3760 Griswold Ave. (105567)","Port Huron","ST. CLAIR","MI",60.4,"MTOWER",42.96725,-82.4773055556
32400,"AT&T","6388 NORTH ROAD (42745)","FORT GRATIOT","ST. CLAIR","MI",58.5,"MTOWER",43.0935555556,-82.5271944444
32401,"AT&T","3344 Beach Road  (Ameritech #50519)","Port Huron","ST. CLAIR","MI",71.6,"MTOWER",43.0046388889,-82.4885
32402,"AT&T","11800 Jeddo Road (107516)","Yale","ST. CLAIR","MI",93.9,"GTOWER",43.1459444444,-82.8113055556
33898,"Verizon","Colma/Covert Cell Site 8563 Blue Star Highway","Covert","VAN BUREN","MI",82.3,"TOWER",42.3144722222,-86.3033333333
33899,"Verizon","10126 E M 89","RICHLAND","KALAMAZOO","MI",76.2,"TOWER",42.3730833333,-85.43
35136,"AT&T","3320 N 4 S RD   (94618)","Manton","WEXFORD","MI",125.3,"GTOWER",44.3867222222,-85.3757222222
35137,"AT&T","3800 SOUTH MORTON ROAD   (94610)","LUDINGTON","MASON","MI",96,"GTOWER",43.8880555556,-86.3541666667
35138,"AT&T","6170 THREE MILE RD   (94573)","Evart","OSCEOLA","MI",95.4,"GTOWER",43.8589166667,-85.2100833333
35139,"AT&T","1117 SOUTH PIT ROAD   (94608)","Leland","LEELANAU","MI",146.3,"GTOWER",44.9664166667,-85.7745
35140,"AT&T","5558 Scott Road  (94633)","ONEKAMA","MANISTEE","MI",61,"GTOWER",44.3250277778,-86.1936111111
35141,"AT&T","5950 NORTH JEBOVY DR   (94581)","LUDINGTON","MASON","MI",93.3,"GTOWER",44.0610555556,-86.4176666667
35142,"AT&T","1419 Graves Rd   (94575)","Frankfort","BENZIE","MI",29.3,"LTOWER",44.6471111111,-86.2116944444
35143,"AT&T","6264 WEST COOMBS   (94627)","Lake City","MISSAUKEE","MI",107,"GTOWER",44.4328611111,-85.2231666667
35144,"AT&T","11217 S BENZONIA TR.   (94572)","GLEN ARBOR","LEELANAU","MI",123.1,"GTOWER",44.8211111111,-85.9963888889
35145,"AT&T","4272 SOUTH ELEVEN   (94584)","HARRIETTA","WEXFORD","MI",342.9,"GTOWER",44.2759166667,-85.7135555556
35146,"AT&T","5410 E. Houghton Lake Rd. B  (94624)","MERRITT","MISSAUKEE","MI",93,"GTOWER",44.3342222222,-84.9862777778
35147,"AT&T","2844 7 MILE ROAD (94636)","SEARS","OSCEOLA","MI",54.9,"LTOWER",43.9161388889,-85.1466388889
35148,"AT&T","131 ON US 10 HWY   (94561)","CHASE","LAKE","MI",97.5,"GTOWER",43.8872222222,-85.5936111111
35149,"AT&T","8397 SOUTH OLD US-27 (94964)","GRAYLING","CRAWFORD","MI",34.8,"MTOWER",44.5631111111,-84.7175555556
35150,"AT&T","1048 18 MILE RD   (94620)","MARION","OSCEOLA","MI",127.1,"GTOWER",44.0747222222,-85.1088888889
35151,"AT&T","16539 HERSEY RD  (94586)","Hersey","OSCEOLA","MI",93.6,"GTOWER",43.8471388889,-85.4178888889
35152,"AT&T","9856 Woodbridge M-27   (110658)","Bitely","NEWAYGO","MI",79.2,"LTOWER",43.7324166667,-85.8203611111
35154,"AT&T","7338 W WALKER RD  (94602)","Manton","MISSAUKEE","MI",92.4,"GTOWER",44.3925833333,-85.2443888889
35155,"AT&T","475 DONNYBROOK  (94640)","SUTTONS BAY","LEELANAU","MI",34.8,"MTOWER",44.9739166667,-85.6068611111
35156,"AT&T","11750 EAST DAVID ROAD  (94632)","NORTHPORT","LEELANAU","MI",59.7,"LTOWER",45.0755555556,-85.6121666667
35158,"AT&T","3333 N. Lincoln Rd.  (94648)","Ludington","MASON","MI",81.7,"GTOWER",44.0168611111,-86.444
35159,"AT&T","9308 (OR 9310) TAYLOR RD.   (94595)","BEAR LAKE","MANISTEE","MI",87.2,"GTOWER",44.5149722222,-86.1146944444
35160,"AT&T","3320 N 4 S RD   (94618)","Manton","WEXFORD","MI",125.3,"GTOWER",44.3867222222,-85.3757222222
35161,"AT&T","3800 SOUTH MORTON ROAD   (94610)","LUDINGTON","MASON","MI",96,"GTOWER",43.8880555556,-86.3541666667
35162,"AT&T","6170 THREE MILE RD   (94573)","Evart","OSCEOLA","MI",95.4,"GTOWER",43.8589166667,-85.2100833333
35163,"AT&T","1117 SOUTH PIT ROAD   (94608)","Leland","LEELANAU","MI",146.3,"GTOWER",44.9664166667,-85.7745
35164,"AT&T","5558 Scott Road  (94633)","ONEKAMA","MANISTEE","MI",61,"GTOWER",44.3250277778,-86.1936111111
35165,"AT&T","5950 NORTH JEBOVY DR   (94581)","LUDINGTON","MASON","MI",93.3,"GTOWER",44.0610555556,-86.4176666667
35166,"AT&T","1419 Graves Rd   (94575)","Frankfort","BENZIE","MI",29.3,"LTOWER",44.6471111111,-86.2116944444
35167,"AT&T","6264 WEST COOMBS   (94627)","Lake City","MISSAUKEE","MI",107,"GTOWER",44.4328611111,-85.2231666667
35168,"AT&T","11217 S BENZONIA TR.   (94572)","GLEN ARBOR","LEELANAU","MI",123.1,"GTOWER",44.8211111111,-85.9963888889
35169,"AT&T","4272 SOUTH ELEVEN   (94584)","HARRIETTA","WEXFORD","MI",342.9,"GTOWER",44.2759166667,-85.7135555556
35170,"AT&T","5410 E. Houghton Lake Rd. B  (94624)","MERRITT","MISSAUKEE","MI",93,"GTOWER",44.3342222222,-84.9862777778
35171,"AT&T","2844 7 MILE ROAD (94636)","SEARS","OSCEOLA","MI",54.9,"LTOWER",43.9161388889,-85.1466388889
35172,"AT&T","131 ON US 10 HWY   (94561)","CHASE","LAKE","MI",97.5,"GTOWER",43.8872222222,-85.5936111111
35173,"AT&T","8397 SOUTH OLD US-27 (94964)","GRAYLING","CRAWFORD","MI",34.8,"MTOWER",44.5631111111,-84.7175555556
36551,"AT&T","8530 M 60 East","Union City","CALHOUN","MI",95.7,"LTOWER",42.0786388889,-85.12825
36645,"AT&T","4501 Blue Star Highway   (111211)","SOUTH HAVEN","VAN BUREN","MI",60.9,"LTOWER",42.4023055556,-86.258
36646,"AT&T","55770-B 28th Avenue   (110634)","BANGOR","VAN BUREN","MI",96,"GTOWER",42.3186111111,-86.0894444444
36647,"AT&T","28758 BLUE STAR HIGHWAY DUP   (111406)","COVERT","VAN BUREN","MI",78,"LTOWER",42.3143611111,-86.3033888889
36648,"AT&T","10706 N 24TH ST   (44160)","Plainwell","KALAMAZOO","MI",106.1,"GTOWER",42.4168888889,-85.5320555556
36649,"AT&T","EAST R AVENUE   (44162)","Scotts","KALAMAZOO","MI",78.6,"LTOWER",42.1848055556,-85.4206944444
36650,"AT&T","87844-B County Road 668   (110740)","Decatur","VAN BUREN","MI",97.2,"GTOWER",42.0983055556,-85.9760555556
36651,"AT&T","8433-B North 12th Street    (110951)","Kalamazoo","KALAMAZOO","MI",128.1,"GTOWER",42.3805277778,-85.6551944444
36652,"AT&T","45155 82nd Street East   (43359)","Coloma","VAN BUREN","MI",80.8,"LTOWER",42.2531666667,-86.3363611111
36653,"AT&T","8370 N 46TH STREET   (44122)","AUGUSTA","KALAMAZOO","MI",73.2,"GTOWER",42.3822222222,-85.3158333333
36654,"AT&T","13766 S. 38TH STREET   (44441)","Vicksburg","KALAMAZOO","MI",78.6,"LTOWER",42.1182222222,-85.3965555556
36655,"AT&T","310 DUNCAN STREET   (44342)","Schoolcraft","KALAMAZOO","MI",53.6,"LTOWER",42.1106944444,-85.6325833333
36656,"AT&T","30595 MI Highway 40   (110836)","Paw Paw","VAN BUREN","MI",60.7,"GTOWER",42.3077777778,-85.8766666667
36657,"AT&T","61515 CR 365-N   (111558)","LAWRENCE","VAN BUREN","MI",94.8,"GTOWER",42.1943888889,-86.04775
36658,"AT&T","4501 Blue Star Highway   (111211)","SOUTH HAVEN","VAN BUREN","MI",60.9,"LTOWER",42.4023055556,-86.258
36659,"AT&T","55770-B 28th Avenue   (110634)","BANGOR","VAN BUREN","MI",96,"GTOWER",42.3186111111,-86.0894444444
36660,"AT&T","28758 BLUE STAR HIGHWAY DUP   (111406)","COVERT","VAN BUREN","MI",78,"LTOWER",42.3143611111,-86.3033888889
36661,"AT&T","10706 N 24TH ST   (44160)","Plainwell","KALAMAZOO","MI",106.1,"GTOWER",42.4168888889,-85.5320555556
36662,"AT&T","EAST R AVENUE   (44162)","Scotts","KALAMAZOO","MI",78.6,"LTOWER",42.1848055556,-85.4206944444
36663,"AT&T","87844-B County Road 668   (110740)","Decatur","VAN BUREN","MI",97.2,"GTOWER",42.0983055556,-85.9760555556
36664,"AT&T","8433-B North 12th Street    (110951)","Kalamazoo","KALAMAZOO","MI",128.1,"GTOWER",42.3805277778,-85.6551944444
36665,"AT&T","45155 82nd Street East   (43359)","Coloma","VAN BUREN","MI",80.8,"LTOWER",42.2531666667,-86.3363611111
36666,"AT&T","8370 N 46TH STREET   (44122)","AUGUSTA","KALAMAZOO","MI",73.2,"GTOWER",42.3822222222,-85.3158333333
37779,"Verizon","(Kalkaska) 3333 Beebe Road","Kalkaska","KALKASKA","MI",106,"GTOWER",44.7619444444,-85.1813888889
37780,"Verizon","Petoskey Cell Site 595 Krause Road","Petoskey","EMMET","MI",153.3,"TOWER",45.3241666667,-84.8789444444
37781,"Verizon","6123 Reed Rd","Levering","EMMET","MI",60.6,"TOWER",45.6258333333,-84.7925555556
37785,"Verizon","(Cub Lake) 9321 M-72 NE","CUB LAKE","KALKASKA","MI",106.3,"GTOWER",44.7158333333,-84.9833333333
37786,"Verizon","7658 FRANCIS ROAD","ELMIRA","ANTRIM","MI",113.4,"TOWER",45.03,-84.9406111111
38937,"Verizon","5716 HIGHLAND RD EAST","HOWELL","LIVINGSTON","MI",73.2,"TOWER",42.6283333333,-83.8427777778
38938,"Verizon","20350 ALLEN RD.","WOODHAVEN","WAYNE","MI",51.9,"TOWER",42.1564166667,-83.2310277778
38939,"Verizon","37209 28 MILE RD","RICHMOND","MACOMB","MI",90.5,"TOWER",42.7566666667,-82.7402777778
38940,"Verizon","HOLLY RD & I-75","Holly","OAKLAND","MI",133.5,"TOWER",42.7838888889,-83.5347222222
38941,"Verizon","3580 N GRISWOLD RD","PORT HURON","ST. CLAIR","MI",90.8,"TOWER",42.96725,-82.4735277778
38942,"Verizon","2793 EGLING RD","EMMETT","ST. CLAIR","MI",87.5,"TOWER",42.9783333333,-82.825
38944,"Verizon","3680 E M36","HAMBURG","LIVINGSTON","MI",71,"TOWER",42.4658333333,-83.8727777778
38945,"Verizon","4260 LAKE PLEASANT ROAD","NORTH BRANCH","LAPEER","MI",79.9,"TOWER",43.1577777778,-83.1722222222
39018,"Verizon","140 TOWER DRIVE","OXFORD","OAKLAND","MI",65.5,"TOWER",42.8319444444,-83.2636111111
39019,"Verizon","5247 Hudson Road","Waterford Twp.","OAKLAND","MI",46.6,"TOWER",42.6838055556,-83.3920555556
39020,"Verizon","575 FRIENDLY RD","PONTIAC","OAKLAND","MI",65.8,"TOWER",42.6091944444,-83.2927222222
39021,"Verizon","(Willis & Platt) SW CORNER OF BEMIS AND US 23","YPSILANTI","WASHTENAW","MI",60.7,"LTOWER",42.1709444444,-83.686
39025,"Verizon","(Proud Lake site) 2285 CHILDS LAKE RD D27","MILFORD","OAKLAND","MI",85.3,"GTOWER",42.5619444444,-83.5722222222
39027,"Verizon","2000 E TOWNLINE RD","BRIDGEPORT","SAGINAW","MI",86.3,"TOWER",43.3066666667,-83.9127777778
39028,"Verizon","Delta Road 5.5 miles SW of Bay City","University Center","SAGINAW","MI",150.3,"TOWER",43.5616944444,-83.9810833333
43432,"AT&T","14242 THREE OAKS RD (111250)","THREE OAKS","BERRIEN","MI",96,"GTOWER",41.8627777778,-86.6102777778
43433,"AT&T","3298-A Coloma Road (111158)","Benton Harbor","BERRIEN","MI",67.1,"LTOWER",42.185,-86.3783333333
43434,"AT&T","1123 Mayflower Road (98314)","Niles","BERRIEN","MI",80.5,"GTOWER",41.8194444444,-86.3194444444
43435,"AT&T","9087 Black Lake Road (111192)","Eau Claire","BERRIEN","MI",79.2,"LTOWER",42.0580277778,-86.2374722222
43436,"AT&T","317 N 3RD ST (159075)","NILES","BERRIEN","MI",57.6,"LTOWER",41.8318611111,-86.2556111111
43437,"AT&T","5832 CENTRAL AVENUE (24642)","COLOMA","BERRIEN","MI",56.4,"MTOWER",42.2159722222,-86.3605555556
43438,"AT&T","2607 S. 11th Street (18918)","Niles","BERRIEN","MI",60.7,"MTOWER",41.7771111111,-86.2491944444
43439,"AT&T","North 48th (122893)","Watervliet","BERRIEN","MI",60.7,"MTOWER",42.24,-86.2618611111
43440,"AT&T","10781 Maudlin Road (16708)","New Buffalo","BERRIEN","MI",60.7,"MTOWER",41.7893055556,-86.7143611111
43441,"AT&T","16170 Lakeside Road (111338)","Union Pier","BERRIEN","MI",102.4,"GTOWER",41.8260555556,-86.6692777778
43442,"AT&T","4460 North Roosevelt Road (98316)","Stevensville","BERRIEN","MI",60.7,"MTOWER",42.0363055556,-86.51025
43443,"AT&T","825-B South Whittacker (111081)","New Buffalo","BERRIEN","MI",48.8,"MTOWER",41.7847777778,-86.7350833333
43444,"AT&T","14242 THREE OAKS RD (111250)","THREE OAKS","BERRIEN","MI",96,"GTOWER",41.8627777778,-86.6102777778
43445,"AT&T","3298-A Coloma Road (111158)","Benton Harbor","BERRIEN","MI",67.1,"LTOWER",42.185,-86.3783333333
43446,"AT&T","1123 Mayflower Road (98314)","Niles","BERRIEN","MI",80.5,"GTOWER",41.8194444444,-86.3194444444
43447,"AT&T","9087 Black Lake Road (111192)","Eau Claire","BERRIEN","MI",79.2,"LTOWER",42.0580277778,-86.2374722222
43448,"AT&T","317 N 3RD ST (159075)","NILES","BERRIEN","MI",57.6,"LTOWER",41.8318611111,-86.2556111111
43449,"AT&T","5832 CENTRAL AVENUE (24642)","COLOMA","BERRIEN","MI",56.4,"MTOWER",42.2159722222,-86.3605555556
43450,"AT&T","2607 S. 11th Street (18918)","Niles","BERRIEN","MI",60.7,"MTOWER",41.7771111111,-86.2491944444
43451,"AT&T","North 48th (122893)","Watervliet","BERRIEN","MI",60.7,"MTOWER",42.24,-86.2618611111
43452,"AT&T","10781 Maudlin Road (16708)","New Buffalo","BERRIEN","MI",60.7,"MTOWER",41.7893055556,-86.7143611111
43453,"AT&T","16170 Lakeside Road (111338)","Union Pier","BERRIEN","MI",102.4,"GTOWER",41.8260555556,-86.6692777778
43454,"AT&T","4460 North Roosevelt Road (98316)","Stevensville","BERRIEN","MI",60.7,"MTOWER",42.0363055556,-86.51025
43455,"AT&T","825-B South Whittacker (111081)","New Buffalo","BERRIEN","MI",48.8,"MTOWER",41.7847777778,-86.7350833333
43850,"Verizon","East of Lake St.","Ironwood","GOGEBIC","MI",40.5,"TOWER",46.47925,-90.1473611111
43921,"Verizon","944 FIRE #4565 17TH ROAD (120005523 Escanaba)","ESCANABA","DELTA","MI",136.9,"TOWER",45.7798055556,-87.1406944444
43922,"Verizon","0.2 mi SE of intersection of Fire Tower Road and County Road","COOKS","SCHOOLCRAFT","MI",214.3,"TOWER",45.9666111111,-86.48825
43923,"Verizon","CEMETARY RD 2 MI SE","MUNISING","ALGER","MI",102.1,"TOWER",46.3938888889,-86.635
43924,"Verizon","TRENARY SITE: N1029 FIRST AVENUE","Trenary","ALGER","MI",128.3,"TOWER",46.1921944444,-86.9735
43925,"Verizon","JCTOF HWY M77 AND HWY M28(seney)","Seney","SCHOOLCRAFT","MI",106.3,"TOWER",46.3435833333,-85.9606944444
43926,"Verizon",".8 KM NW OF SR-77 & HARJU RD 3.4 KM S","Grand Marais","ALGER","MI",152.1,"TOWER",46.6413888889,-85.9933333333
43927,"Verizon","12.9 KM NNE (Powers - 120009901)","Nadeau","MENOMINEE","MI",128,"TOWER",45.5188888889,-87.5177777778
43928,"Verizon","RAPID RIVER SITE: W40246 BAYSHORE DRIVE","RAPID RIVER","DELTA","MI",97.8,"TOWER",45.9218055556,-86.9892777778
43929,"Verizon","MAPLE GROVE SITE: 10778 US 41","SKANDIA","MARQUETTE","MI",96,"TOWER",46.2887222222,-87.1406666667
43930,"Verizon","1729N CR 432 (Gulliver - 196424717)","Gulliver","SCHOOLCRAFT","MI",88,"TOWER",46.0168055556,-86.0118055556
43931,"Verizon","N7509 LA Combe Road  (AuTrain_LaCombe - 196511177)","Munising","ALGER","MI",78.9,"TOWER",46.4409444444,-86.7738611111
46944,"Verizon","4000 Consear Road","Lambertville","MONROE","MI",59.7,"TOWER",41.7713888889,-83.6466666667
46945,"Verizon","16170 PHERDON ROAD","DUNDEE","MONROE","MI",57.6,"TOWER",41.9802777778,-83.6769444444
46946,"Verizon","2349 Sigler Road East","ASH TOWNSHIP","MONROE","MI",65.2,"TOWER",42.0369444444,-83.3352777778
46947,"Verizon","14666 Sanford Road","Milan","MONROE","MI",59.4,"TOWER",42.0831111111,-83.6602222222
46949,"Verizon","15147 LAPLAISANCE ROAD","MONROE TOWNSHIP","MONROE","MI",69.8,"TOWER",41.8905555556,-83.3980555556
46950,"Verizon","4000 Consear Road","Lambertville","MONROE","MI",59.7,"TOWER",41.7713888889,-83.6466666667
46951,"Verizon","16170 PHERDON ROAD","DUNDEE","MONROE","MI",57.6,"TOWER",41.9802777778,-83.6769444444
46952,"Verizon","2349 Sigler Road East","ASH TOWNSHIP","MONROE","MI",65.2,"TOWER",42.0369444444,-83.3352777778
47113,"Verizon","(Garen) 6243 Mackinac Trail","Rudyard","MACKINAC","MI",92.9,"LTOWER",46.0975277778,-84.6570833333
47114,"Verizon","ENGADINE SITE: W16127 HIGHWAY 2","GOULD CITY","MACKINAC","MI",128.3,"TOWER",46.0992777778,-85.68425
47115,"Verizon","BREVORT: FIRE #N5090 HIAWATHA TRAIL","Epoufette","MACKINAC","MI",112.8,"TOWER",46.0560277778,-85.1539444444
47116,"Verizon",".3 KM NNE OF SR 28 & KRAUSE RD 5.3 KM SW (Newberry Repl)","NEWBERRY","LUCE","MI",124.9,"GTOWER",46.31325,-85.5493888889
47117,"Verizon","M 134 E. Cedarville Ave.  (Cedarville #87802)","Cedarville","MACKINAC","MI",83.5,"TOWER",45.9928611111,-84.2585555556
47118,"Verizon","(De Tour) East S. Caribou Lake Road","De Tour","CHIPPEWA","MI",92.9,"LTOWER",45.9849444444,-83.9266388889
47120,"Verizon","9748 S. Mackinac Trail (Dafter)","Sault Sainte Marie","CHIPPEWA","MI",88,"TOWER",46.3646666667,-84.4115277778
47121,"Verizon","(Sault St Marie Repl) 10th Street","Sault Ste. Marie","CHIPPEWA","MI",69.8,"LTOWER",46.4766111111,-84.3266944444
47122,"Verizon","2022 US HWY 2 WEST (St.Ignace - 120009945)","SAINT IGNACE","MACKINAC","MI",114.3,"TOWER",45.8871666667,-84.8321111111
47123,"Verizon","1.4 MI S of Eckerman on State Highway M-28","Eckerman","CHIPPEWA","MI",105.2,"TOWER",46.3447222222,-85.035
47124,"Verizon","35875 W. Hwy 123 (PARADISE)","NEWBERRY","CHIPPEWA","MI",96.9,"TOWER",46.6307777778,-85.0691944444
